[2026-06-10T12:47:11.778Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/index.html → 200 (1ms, 90844B)
[2026-06-10T12:48:55.513Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/icons/01-aleron-ai.png → 200 (1ms, 64124B)
[2026-06-10T12:48:55.514Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/icons/02-biometrics.png → 200 (?ms, 34812B)
[2026-06-10T12:48:55.514Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/icons/03-plan-review.png → 200 (?ms, 51128B)
[2026-06-10T12:49:19.523Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/index.html → 200 (?ms, 90887B)
[2026-06-10T12:49:19.527Z] GET https://fonts.googleapis.com/css2?family=Inter+Tight:wght@400;500;600;700&family=Inter:wght@400;500;600&family=Source+Serif+4:ital,opsz,wght@0,8..60,400;0,8..60,500;1,8..60,400&family=JetBrains+Mono:wght@400;500&display=swap → 200 (1ms, -698B)
[2026-06-10T12:49:19.527Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/wordmark-light.png → 200 (1ms, 5674B)
[2026-06-10T12:49:19.527Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-runner/hero03-bg-plane.png → 200 (1ms, 2507601B)
[2026-06-10T12:49:19.527Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-runner/hero03-mid-blocks-plane.png → 200 (1ms, 97159B)
[2026-06-10T12:49:19.527Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-runner/hero03-subject-plane.png → 200 (1ms, 766360B)
[2026-06-10T12:49:19.527Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-runner/hero03-anchor-block-plane.png → 200 (2ms, 469557B)
[2026-06-10T12:49:19.542Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (1ms, -815B)
[2026-06-10T12:49:19.542Z] GET https://fonts.gstatic.com/s/intertight/v9/NGSwv5HMAFg6IuGlBNMjxLsH8ahuQ2e8.woff2 → 200 (1ms, -815B)
[2026-06-10T12:49:19.542Z] GET https://fonts.gstatic.com/s/sourceserif4/v14/vEFI2_tTDB4M7-auWDN0ahZJW1gb8te1Xb7G.woff2 → 200 (1ms, -816B)
[2026-06-10T12:49:19.542Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (1ms, -815B)
[2026-06-10T12:49:19.555Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/signals/advanced-labs-cutout.png → 200 (?ms, 536084B)
[2026-06-10T12:49:19.555Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/signals/genetics-cutout.png → 200 (?ms, 1103750B)
[2026-06-10T12:49:19.555Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/signals/wearables-cutout.png → 200 (?ms, 970283B)
[2026-06-10T12:49:19.555Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/signals/imaging-cutout.png → 200 (?ms, 501744B)
[2026-06-10T12:49:19.555Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/photos/exp-01-onboarding.jpg → 200 (1ms, 321039B)
[2026-06-10T12:49:19.555Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/photos/exp-02-genetics.jpg → 200 (1ms, 265175B)
[2026-06-10T12:49:19.555Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/photos/exp-03-bloodwork-location.jpg → 200 (1ms, 187528B)
[2026-06-10T12:49:19.555Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/photos/exp-03-bloodwork-athome.jpg → 200 (1ms, 209263B)
[2026-06-10T12:49:19.555Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/photos/exp-04-consult.jpg → 200 (2ms, 381045B)
[2026-06-10T12:49:19.555Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/photos/exp-04-async.jpg → 200 (2ms, 203339B)
[2026-06-10T12:49:19.555Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/icons/01-aleron-ai.png → 200 (2ms, 64124B)
[2026-06-10T12:49:19.555Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/icons/02-biometrics.png → 200 (2ms, 34812B)
[2026-06-10T12:49:19.555Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/icons/03-plan-review.png → 200 (3ms, 51128B)
[2026-06-10T12:49:21.764Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/icons/04-nutrition.png → 200 (1ms, 27784B)
[2026-06-10T12:49:21.764Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/icons/05-behavioral.png → 200 (1ms, 57369B)
[2026-06-10T12:49:21.764Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/icons/06-physician.png → 200 (1ms, 38000B)
[2026-06-10T12:50:54.109Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/index.html → 200 (?ms, 90887B)
[2026-06-10T12:50:54.111Z] GET https://fonts.googleapis.com/css2?family=Inter+Tight:wght@400;500;600;700&family=Inter:wght@400;500;600&family=Source+Serif+4:ital,opsz,wght@0,8..60,400;0,8..60,500;1,8..60,400&family=JetBrains+Mono:wght@400;500&display=swap → 200 (2ms, -698B)
[2026-06-10T12:50:54.111Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/wordmark-light.png → 200 (2ms, 5674B)
[2026-06-10T12:50:54.112Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-runner/hero03-bg-plane.png → 200 (1ms, 2507601B)
[2026-06-10T12:50:54.112Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-runner/hero03-mid-blocks-plane.png → 200 (12ms, 97159B)
[2026-06-10T12:50:54.112Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-runner/hero03-subject-plane.png → 200 (12ms, 766360B)
[2026-06-10T12:50:54.112Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-runner/hero03-anchor-block-plane.png → 200 (12ms, 469557B)
[2026-06-10T12:50:54.124Z] GET https://fonts.gstatic.com/s/intertight/v9/NGSwv5HMAFg6IuGlBNMjxLsH8ahuQ2e8.woff2 → 200 (?ms, -815B)
[2026-06-10T12:50:54.124Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (1ms, -815B)
[2026-06-10T12:50:54.124Z] GET https://fonts.gstatic.com/s/sourceserif4/v14/vEFI2_tTDB4M7-auWDN0ahZJW1gb8te1Xb7G.woff2 → 200 (1ms, -816B)
[2026-06-10T12:50:54.124Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (1ms, -815B)
[2026-06-10T12:50:54.133Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/signals/advanced-labs-cutout.png → 200 (1ms, 536084B)
[2026-06-10T12:50:54.133Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/signals/genetics-cutout.png → 200 (1ms, 1103750B)
[2026-06-10T12:50:54.133Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/signals/wearables-cutout.png → 200 (2ms, 970283B)
[2026-06-10T12:50:54.133Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/signals/imaging-cutout.png → 200 (2ms, 501744B)
[2026-06-10T12:50:54.133Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/photos/exp-01-onboarding.jpg → 200 (2ms, 321039B)
[2026-06-10T12:50:54.133Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/photos/exp-02-genetics.jpg → 200 (2ms, 265175B)
[2026-06-10T12:50:54.133Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/photos/exp-03-bloodwork-location.jpg → 200 (2ms, 187528B)
[2026-06-10T12:50:54.133Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/photos/exp-03-bloodwork-athome.jpg → 200 (3ms, 209263B)
[2026-06-10T12:50:54.133Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/photos/exp-04-consult.jpg → 200 (3ms, 381045B)
[2026-06-10T12:50:54.133Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/photos/exp-04-async.jpg → 200 (4ms, 203339B)
[2026-06-10T12:50:54.133Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/icons/01-aleron-ai.png → 200 (4ms, 64124B)
[2026-06-10T12:50:54.133Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/icons/02-biometrics.png → 200 (4ms, 34812B)
[2026-06-10T12:50:54.134Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/icons/03-plan-review.png → 200 (3ms, 51128B)
[2026-06-10T12:50:54.134Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/icons/04-nutrition.png → 200 (3ms, 27784B)
[2026-06-10T12:50:54.134Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/icons/05-behavioral.png → 200 (3ms, 57369B)
[2026-06-10T12:50:54.134Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/icons/06-physician.png → 200 (3ms, 38000B)
[2026-06-10T12:51:09.771Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-surfer/hero02-bg-plane.png → 200 (?ms, 1396217B)
[2026-06-10T12:51:09.771Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-surfer/hero02-mid-blocks-plane.png → 200 (1ms, 566663B)
[2026-06-10T12:51:09.771Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-surfer/hero02-subject-plane.png → 200 (1ms, 291509B)
[2026-06-10T12:51:09.771Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-surfer/hero02-anchor-block-plane.png → 200 (1ms, 515991B)
[2026-06-10T12:52:32.122Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/index.html → 200 (1ms, 91050B)
[2026-06-10T12:52:32.126Z] GET https://fonts.googleapis.com/css2?family=Inter+Tight:wght@400;500;600;700&family=Inter:wght@400;500;600&family=Source+Serif+4:ital,opsz,wght@0,8..60,400;0,8..60,500;1,8..60,400&family=JetBrains+Mono:wght@400;500&display=swap → 200 (1ms, -698B)
[2026-06-10T12:52:32.126Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/wordmark-light.png → 200 (?ms, 5674B)
[2026-06-10T12:52:32.126Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-runner/hero03-bg-plane.png → 200 (1ms, 2507601B)
[2026-06-10T12:52:32.126Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-runner/hero03-mid-blocks-plane.png → 200 (1ms, 97159B)
[2026-06-10T12:52:32.126Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-runner/hero03-subject-plane.png → 200 (1ms, 766360B)
[2026-06-10T12:52:32.126Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-runner/hero03-anchor-block-plane.png → 200 (12ms, 469557B)
[2026-06-10T12:52:32.138Z] GET https://fonts.gstatic.com/s/intertight/v9/NGSwv5HMAFg6IuGlBNMjxLsH8ahuQ2e8.woff2 → 200 (1ms, -815B)
[2026-06-10T12:52:32.138Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (1ms, -815B)
[2026-06-10T12:52:32.138Z] GET https://fonts.gstatic.com/s/sourceserif4/v14/vEFI2_tTDB4M7-auWDN0ahZJW1gb8te1Xb7G.woff2 → 200 (1ms, -816B)
[2026-06-10T12:52:32.138Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (1ms, -815B)
[2026-06-10T12:52:32.153Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/icons/06-physician.png → 200 (?ms, 38000B)
[2026-06-10T12:52:33.862Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-surfer/hero02-bg-plane.png → 200 (1ms, 1396217B)
[2026-06-10T12:52:33.862Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-surfer/hero02-mid-blocks-plane.png → 200 (1ms, 566663B)
[2026-06-10T12:52:33.862Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-surfer/hero02-subject-plane.png → 200 (2ms, 291509B)
[2026-06-10T12:52:33.862Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-surfer/hero02-anchor-block-plane.png → 200 (2ms, 515991B)
[2026-06-10T12:52:35.229Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/index.html → 200 (?ms, 91050B)
[2026-06-10T12:52:35.231Z] GET https://fonts.googleapis.com/css2?family=Inter+Tight:wght@400;500;600;700&family=Inter:wght@400;500;600&family=Source+Serif+4:ital,opsz,wght@0,8..60,400;0,8..60,500;1,8..60,400&family=JetBrains+Mono:wght@400;500&display=swap → 200 (1ms, -698B)
[2026-06-10T12:52:35.231Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/wordmark-light.png → 200 (?ms, 5674B)
[2026-06-10T12:52:35.231Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-runner/hero03-bg-plane.png → 200 (?ms, 2507601B)
[2026-06-10T12:52:35.231Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-runner/hero03-mid-blocks-plane.png → 200 (1ms, 97159B)
[2026-06-10T12:52:35.231Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-runner/hero03-subject-plane.png → 200 (1ms, 766360B)
[2026-06-10T12:52:35.231Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-runner/hero03-anchor-block-plane.png → 200 (1ms, 469557B)
[2026-06-10T12:52:35.243Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, -815B)
[2026-06-10T12:52:35.243Z] GET https://fonts.gstatic.com/s/intertight/v9/NGSwv5HMAFg6IuGlBNMjxLsH8ahuQ2e8.woff2 → 200 (?ms, -815B)
[2026-06-10T12:52:35.243Z] GET https://fonts.gstatic.com/s/sourceserif4/v14/vEFI2_tTDB4M7-auWDN0ahZJW1gb8te1Xb7G.woff2 → 200 (1ms, -816B)
[2026-06-10T12:52:35.243Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (1ms, -815B)
[2026-06-10T12:52:35.251Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-surfer/hero02-bg-plane.png → 200 (?ms, 1396217B)
[2026-06-10T12:52:35.251Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-surfer/hero02-subject-plane.png → 200 (?ms, 291509B)
[2026-06-10T12:52:35.251Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-surfer/hero02-anchor-block-plane.png → 200 (?ms, 515991B)
[2026-06-10T12:52:43.495Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/hero-surfer/hero02-mid-blocks-plane.png → 200 (1ms, 566663B)
[2026-06-10T12:52:57.007Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/signals/advanced-labs-cutout.png → 200 (1ms, 536084B)
[2026-06-10T12:52:57.007Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/signals/genetics-cutout.png → 200 (1ms, 1103750B)
[2026-06-10T12:52:57.008Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/signals/wearables-cutout.png → 200 (?ms, 970283B)
[2026-06-10T12:52:57.008Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/signals/imaging-cutout.png → 200 (?ms, 501744B)
[2026-06-10T12:52:57.008Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/photos/exp-01-onboarding.jpg → 200 (1ms, 321039B)
[2026-06-10T12:52:57.008Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/photos/exp-02-genetics.jpg → 200 (1ms, 265175B)
[2026-06-10T12:52:57.008Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/photos/exp-03-bloodwork-location.jpg → 200 (1ms, 187528B)
[2026-06-10T12:52:57.008Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/photos/exp-03-bloodwork-athome.jpg → 200 (1ms, 209263B)
[2026-06-10T12:52:57.008Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/photos/exp-04-consult.jpg → 200 (2ms, 381045B)
[2026-06-10T12:52:57.008Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/photos/exp-04-async.jpg → 200 (2ms, 203339B)
[2026-06-10T12:52:57.008Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/icons/01-aleron-ai.png → 200 (2ms, 64124B)
[2026-06-10T12:52:57.008Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/icons/02-biometrics.png → 200 (2ms, 34812B)
[2026-06-10T12:52:57.008Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/icons/03-plan-review.png → 200 (3ms, 51128B)
[2026-06-10T12:52:58.204Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/icons/04-nutrition.png → 200 (?ms, 27784B)
[2026-06-10T12:52:58.204Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/icons/05-behavioral.png → 200 (?ms, 57369B)
[2026-06-10T12:52:58.204Z] GET file:///Users/jasonyim/Projects/aleron-website-v1/jobs/landing-b/assets/icons/06-physician.png → 200 (1ms, 38000B)
